price,crime_rate,resid_area,air_qual,room_num,age,dist1,dist2,dist3,dist4,airport
24.4,0.1403,35.86,0.431,6.487,13,7.5,7.32,7.63,7.14,1
24.8,0.21409,35.86,0.431,6.438,8.9,7.43,7.18,7.41,7.57,0
29.6,0.08221,35.86,0.431,6.957,6.8,9.18,8.85,9.1,8.49,0
42.8,0.36894,35.86,0.431,8.259,8.4,9.03,8.89,9.07,8.64,0
21.9,0.04819,33.64,0.392,6.108,32,9.39,9.01,9.31,9.16,0
20.9,0.03548,33.64,0.392,5.876,19.1,9.23,9.11,9.48,9.06,0
44,0.01538,33.75,0.394,7.454,34.2,6.66,6.03,6.67,5.98,0
50,0.61154,33.97,0.647,8.704,86.9,2.09,1.53,1.83,1.76,1
36,0.66351,33.97,0.647,7.333,100,2.2,1.74,2.02,1.61,1
30.1,0.65665,33.97,0.647,6.842,100,2.2,1.82,2.32,1.71,1
33.8,0.54011,33.97,0.647,7.203,81.8,2.12,1.95,2.37,2.01,1
43.1,0.53412,33.97,0.647,7.52,89.4,2.4,2,2.15,2,1
48.8,0.52014,33.97,0.647,8.398,91.5,2.55,2.04,2.39,2.17,1
31,0.82526,33.97,0.647,7.327,94.5,2.41,2.02,2.21,1.68,1
36.5,0.55007,33.97,0.647,7.206,91.6,1.96,1.91,2.22,1.63,1
22.8,0.76162,33.97,0.647,5.56,62.8,2.1,1.97,2.06,1.81,0
30.7,0.7857,33.97,0.647,7.014,84.6,2.22,1.86,2.36,2.09,0
50,0.57834,33.97,0.575,8.297,67,2.6,2.13,2.43,2.52,1
43.5,0.5405,33.97,0.575,7.47,52.6,3.17,2.62,2.98,2.71,0
20.7,0.09065,36.96,0.464,5.92,61.5,4.22,3.63,3.97,3.85,0
21.1,0.29916,36.96,0.464,5.856,42.1,4.66,4.21,4.51,4.34,1
25.2,0.16211,36.96,0.464,6.24,16.3,4.56,4.37,4.69,4.1,0
24.4,0.1146,36.96,0.464,6.538,58.7,4.01,3.63,4.12,3.91,1
35.2,0.22188,36.96,0.464,7.691,51.8,4.53,4.1,4.48,4.36,1
32.4,0.05644,36.41,0.447,6.758,32.9,4.2,3.98,4.38,3.76,0
32,0.09604,36.41,0.447,6.854,42.8,4.28,4.1,4.54,4.15,1
33.2,0.10469,36.41,0.447,7.267,49,4.94,4.68,4.97,4.56,0
33.1,0.06127,36.41,0.447,6.826,27.6,5.14,4.84,4.92,4.55,0
29.1,0.07978,36.41,0.447,6.482,32.1,4.22,4.08,4.4,3.85,1
35.1,0.21038,33.33,0.4429,6.812,32.2,4.35,3.92,4.22,3.91,0
45.4,0.03578,33.33,0.4429,7.82,64.5,4.98,4.67,4.84,4.29,0
35.4,0.03705,33.33,0.4429,6.968,37.2,5.55,4.92,5.57,4.94,1
46,0.06129,33.33,0.4429,7.645,49.7,5.46,4.94,5.43,5.01,1
50,0.01501,31.21,0.401,7.923,24.8,6.15,5.84,5.97,5.58,1
32.2,0.00906,32.97,0.4,7.088,20.8,7.44,7,7.64,7.15,1
22,0.01096,32.25,0.389,6.453,31.9,7.33,7.11,7.48,7.31,1
20.1,0.01965,31.76,0.385,6.23,31.5,9.21,8.92,9.41,8.81,1
23.2,0.03871,35.32,0.405,6.209,31.3,7.45,7.2,7.58,7.05,1
22.3,0.0459,35.32,0.405,6.315,45.6,7.63,7.04,7.46,7.14,0
24.8,0.04297,35.32,0.405,6.565,22.9,7.33,6.99,7.45,7.5,0
28.5,0.03502,34.95,0.411,6.861,27.9,5.22,4.82,5.16,5.27,1
37.3,0.07886,34.95,0.411,7.148,27.7,5.12,4.97,5.41,4.97,1
27.9,0.03615,34.95,0.411,6.63,23.4,5.25,5.04,5.37,4.81,0
23.9,0.08265,43.92,0.437,6.127,18.4,5.76,5.39,5.67,5.2,1
21.7,0.08199,43.92,0.437,6.009,42.3,5.54,5.47,5.56,5.44,0
28.6,0.12932,43.92,0.437,6.678,31.1,6.2,5.73,6.07,5.84,1
27.1,0.05372,43.92,0.437,6.549,51,6.22,5.75,6.27,5.61,0
20.3,0.14103,43.92,0.437,5.79,58,6.56,6.3,6.35,6.07,1
22.5,0.06466,32.24,0.4,6.345,20.1,8,7.67,8.03,7.61,0
29,0.05561,32.24,0.4,7.041,10,7.84,7.81,8.11,7.56,1
24.8,0.04417,32.24,0.4,6.871,47.4,8.09,7.68,7.89,7.65,1
22,0.03537,36.09,0.433,6.59,40.4,5.63,5.2,5.5,5.65,1
26.4,0.09266,36.09,0.433,6.495,18.4,5.8,5.2,5.68,5.28,1
33.1,0.1,36.09,0.433,6.982,17.7,5.81,5.36,5.51,5.29,0
36.1,0.05515,32.18,0.472,7.236,41.1,4.1,3.96,4.09,3.94,0
28.4,0.05479,32.18,0.472,6.616,58.1,3.63,3.05,3.65,3.15,0
33.4,0.07503,32.18,0.472,7.42,71.9,3.31,2.92,3.28,2.89,1
28.2,0.04932,32.18,0.472,6.849,70.3,3.28,2.89,3.31,3.25,1
22.8,0.49298,39.9,0.544,6.635,82.5,3.57,3.24,3.41,3.05,0
20.3,0.3494,39.9,0.544,5.972,76.7,3.4,2.91,3.28,2.82,1
16.1,2.63548,39.9,0.544,4.973,37.8,2.63,2.28,2.63,2.53,0
22.1,0.79041,39.9,0.544,6.122,52.8,2.89,2.34,2.77,2.55,1
19.4,0.26169,39.9,0.544,6.023,90.4,3,2.67,3.15,2.51,1
21.6,0.26938,39.9,0.544,6.266,82.8,3.38,2.98,3.41,3.28,1
23.8,0.3692,39.9,0.544,6.567,87.3,3.92,3.31,3.8,3.39,1
16.2,0.25356,39.9,0.544,5.705,77.7,4.02,3.8,4.11,3.85,0
17.8,0.31827,39.9,0.544,5.914,83.2,4.2,3.82,4.08,3.89,0
19.8,0.24522,39.9,0.544,5.782,71.7,4.13,3.94,4.34,3.73,0
23.1,0.40202,39.9,0.544,6.382,67.2,3.8,3.35,3.58,3.4,0
21,0.47547,39.9,0.544,6.113,58.8,4.07,3.86,4.24,3.84,0
23.8,0.1676,37.38,0.493,6.426,52.3,4.74,4.32,4.77,4.34,1
23.1,0.18159,37.38,0.493,6.376,54.3,4.85,4.38,4.81,4.12,1
20.4,0.35114,37.38,0.493,6.041,49.9,4.93,4.43,4.87,4.66,0
18.5,0.28392,37.38,0.493,5.708,74.3,4.91,4.6,4.9,4.47,1
25,0.34109,37.38,0.493,6.415,40.1,5,4.5,5.02,4.36,0
24.6,0.19186,37.38,0.493,6.431,14.7,5.51,5.1,5.57,5.49,0
23,0.30347,37.38,0.493,6.312,28.9,5.47,5.09,5.71,5.4,1
22.2,0.24103,37.38,0.493,6.083,43.7,5.59,5.38,5.48,5.21,0
19.3,0.06617,33.24,0.46,5.868,25.8,5.42,5.06,5.47,4.92,1
22.6,0.06724,33.24,0.46,6.333,17.2,5.36,5.08,5.45,4.97,0
19.8,0.04544,33.24,0.46,6.144,32.2,6.02,5.55,5.9,6.03,0
17.1,0.05023,36.06,0.4379,5.706,28.4,6.67,6.56,6.66,6.67,0
19.4,0.03466,36.06,0.4379,6.031,23.3,6.95,6.58,6.8,6.23,1
22.2,0.05083,35.19,0.515,6.316,38.1,6.76,6.2,6.53,6.34,0
20.7,0.03738,35.19,0.515,6.31,38.5,6.52,6.34,6.69,6.29,1
21.1,0.03961,35.19,0.515,6.037,34.5,6.26,5.7,6.27,5.71,1
19.5,0.03427,35.19,0.515,5.869,46.3,5.5,4.91,5.5,5.01,0
18.5,0.03041,35.19,0.515,5.895,59.6,5.86,5.49,5.68,5.43,1
20.6,0.03306,35.19,0.515,6.059,37.3,4.91,4.52,5.07,4.75,1
19,0.05497,35.19,0.515,5.985,45.4,4.89,4.64,5.05,4.67,0
18.7,0.06151,35.19,0.515,5.968,58.5,5.06,4.76,4.97,4.46,1
32.7,0.01301,31.52,0.442,7.241,49.3,7.32,6.96,7.18,6.69,1
16.5,0.02498,31.89,0.518,6.54,59.7,6.46,6.21,6.59,5.81,1
23.9,0.02543,33.78,0.484,6.696,56.4,6.03,5.62,5.84,5.44,1
31.2,0.03049,33.78,0.484,6.874,28.1,6.71,6.18,6.67,6.3,0
17.5,0.03113,34.39,0.442,6.014,48.5,8.24,7.91,8.23,7.67,1
17.2,0.06162,34.39,0.442,5.898,52.3,8.07,7.85,8.33,7.81,0
23.1,0.0187,34.15,0.429,6.516,27.7,8.87,8.29,8.58,8.41,1
24.5,0.01501,32.01,0.435,6.635,29.7,8.62,8.18,8.54,8.03,1
26.6,0.02899,31.25,0.429,6.939,34.5,8.88,8.54,8.97,8.79,1
22.9,0.06211,31.25,0.429,6.49,44.4,9,8.63,9.11,8.43,0
24.1,0.0795,31.69,0.411,6.579,35.9,10.98,10.43,10.85,10.59,1
18.6,0.07244,31.69,0.411,5.884,18.5,10.83,10.55,10.97,10.5,1
30.1,0.01709,32.02,0.41,6.728,36.1,12.32,11.93,12.32,11.94,1
18.2,0.04301,31.91,0.413,5.663,21.9,10.76,10.37,10.76,10.45,0
20.6,0.10659,31.91,0.413,5.936,19.5,10.82,10.5,10.62,10.4,0
17.8,8.98296,48.1,0.77,6.212,97.4,2.16,1.81,2.43,2.09,0
21.7,3.8497,48.1,0.77,6.395,91,2.83,2.45,2.62,2.12,0
22.7,5.20177,48.1,0.77,6.127,83.4,2.96,2.4,2.9,2.63,0
22.6,4.26131,48.1,0.77,6.112,81.3,2.78,2.38,2.56,2.31,0
25,4.54192,48.1,0.77,6.398,88,2.73,2.42,2.69,2.23,0
19.9,3.83684,48.1,0.77,6.251,91.1,2.58,1.98,2.3,2.32,1
20.8,3.67822,48.1,0.77,5.362,96.2,2.27,1.8,2.21,2.14,0
16.8,4.22239,48.1,0.77,5.803,89,1.98,1.7,1.97,1.97,1
21.9,3.47428,48.1,0.718,8.78,82.9,1.97,1.71,1.92,2.02,0
27.5,4.55587,48.1,0.718,3.561,87.9,1.63,1.55,1.68,1.59,1
21.9,3.69695,48.1,0.718,4.963,91.4,2.08,1.55,1.86,1.51,0
23.1,13.5222,48.1,0.631,3.863,100,1.53,1.39,1.54,1.57,0
50,4.89822,48.1,0.631,4.97,100,1.47,1.11,1.52,1.23,0
50,5.66998,48.1,0.631,6.683,96.8,1.55,1.28,1.65,0.94,1
50,6.53876,48.1,0.631,7.016,97.5,1.4,0.92,1.2,1.28,1
50,9.2323,48.1,0.631,6.216,100,1.38,0.95,1.36,0.99,1
50,8.26725,48.1,0.668,5.875,89.6,1.13,1.01,1.25,1.12,1
13.8,11.1081,48.1,0.668,4.906,100,1.48,0.99,1.28,0.95,1
13.8,18.4982,48.1,0.668,4.138,100,1.46,1.04,1.15,0.9,0
15,19.6091,48.1,0.671,7.313,97.9,1.62,1.31,1.61,0.73,0
13.9,15.288,48.1,0.671,6.649,93.3,1.65,1.11,1.37,1.25,1
13.3,9.82349,48.1,0.671,6.794,98.8,1.57,1.07,1.52,1.27,1
13.1,23.6482,48.1,0.671,6.38,96.2,1.52,1.22,1.53,1.27,1
10.2,17.8667,48.1,0.671,6.223,100,1.48,1.13,1.48,1.46,0
10.4,88.9762,48.1,0.671,6.968,91.9,1.66,1.14,1.69,1.18,1
10.9,15.8744,48.1,0.671,6.545,99.1,1.78,1.3,1.64,1.35,0
11.3,9.18702,48.1,0.7,5.536,100,1.9,1.55,1.72,1.14,1
12.3,7.99248,48.1,0.7,5.52,100,1.71,1.33,1.72,1.38,0
8.8,20.0849,48.1,0.7,4.368,91.2,1.5,1.34,1.48,1.44,0
7.2,16.8118,48.1,0.7,5.277,98.1,1.46,1.23,1.62,1.4,0
10.5,24.3938,48.1,0.7,4.652,100,1.71,1.36,1.72,1.08,1
7.4,22.5971,48.1,0.7,5,89.5,1.79,1.48,1.77,1.04,0
10.2,14.3337,48.1,0.7,4.88,100,1.77,1.37,1.65,1.57,0
11.5,8.15174,48.1,0.7,5.39,98.9,2,1.5,1.95,1.47,0
15.1,6.96215,48.1,0.7,5.713,97,2.2,1.71,2.23,1.56,1
23.2,5.29305,48.1,0.7,6.051,82.5,2.17,1.91,2.48,2.12,1
9.7,11.5779,48.1,0.7,5.036,97,1.98,1.75,1.93,1.42,0
13.8,8.64476,48.1,0.693,6.193,92.6,1.89,1.66,2.09,1.53,0
12.7,13.3598,48.1,0.693,5.887,94.7,1.99,1.54,2.06,1.54,0
13.1,8.71675,48.1,0.693,6.471,98.8,2.04,1.48,1.83,1.55,0
12.5,5.87205,48.1,0.693,6.405,96,1.77,1.64,1.8,1.49,1
8.5,7.67202,48.1,0.693,5.747,98.9,1.73,1.54,1.75,1.52,0
5,38.3518,48.1,0.693,5.453,100,1.57,1.26,1.79,1.34,0
6.3,9.91655,48.1,0.693,5.852,77.8,1.7,1.24,1.72,1.34,0
5.6,25.0461,48.1,0.693,5.987,100,1.73,1.38,1.92,1.33,1
7.2,14.2362,48.1,0.693,6.343,100,1.76,1.34,1.81,1.39,1
12.1,9.59571,48.1,0.693,6.404,100,1.66,1.36,1.77,1.76,0
8.3,24.8017,48.1,0.693,5.349,96,1.75,1.38,1.88,1.8,1
8.5,41.5292,48.1,0.693,5.531,85.4,1.9,1.56,1.63,1.34,0
5,67.9208,48.1,0.693,5.683,100,1.53,1.19,1.44,1.54,1
11.9,20.7162,48.1,0.659,4.138,100,1.46,1.01,1.4,0.84,1
27.9,11.9511,48.1,0.659,5.608,100,1.46,1.08,1.39,1.22,1
17.2,7.40389,48.1,0.597,5.617,97.9,1.53,1.35,1.57,1.37,0
27.5,14.4383,48.1,0.597,6.852,100,1.52,1.28,1.48,1.58,1
15,51.1358,48.1,0.597,5.757,100,1.69,1.32,1.58,1.06,0
17.2,14.0507,48.1,0.597,6.657,100,1.56,1.41,1.66,1.48,0
17.9,18.811,48.1,0.597,4.628,100,1.77,1.54,1.78,1.13,0
16.3,28.6558,48.1,0.597,5.155,100,1.84,1.37,1.61,1.53,0
7,45.7461,48.1,0.693,4.519,100,1.74,1.5,1.9,1.49,1
7.2,18.0846,48.1,0.679,6.434,100,1.88,1.75,1.84,1.87,0
7.5,10.8342,48.1,0.679,6.782,90.8,1.9,1.54,2.04,1.8,1
10.4,25.9406,48.1,0.679,5.304,89.1,1.73,1.39,1.81,1.67,1
8.8,73.5341,48.1,0.679,5.957,100,1.96,1.69,1.85,1.7,0
8.4,11.8123,48.1,0.718,6.824,76.5,2.05,1.79,2.08,1.25,0
16.7,11.0874,48.1,0.718,6.411,100,1.93,1.81,1.88,1.81,1
14.2,7.02259,48.1,0.718,6.006,95.3,1.98,1.57,1.88,2.07,0
20.8,12.0482,48.1,0.614,5.648,87.6,2.13,1.94,2.2,1.54,0
13.4,7.05042,48.1,0.614,6.103,85.1,2.08,1.8,2.34,1.87,0
11.7,8.79212,48.1,0.584,5.565,70.6,2.26,1.99,2.38,1.63,0
8.3,15.8603,48.1,0.679,5.896,95.4,2.15,1.71,1.97,1.81,1
10.2,12.2472,48.1,0.584,5.837,59.7,2.27,1.67,2.19,1.86,0
10.9,37.6619,48.1,0.679,6.202,78.7,2.07,1.66,2.12,1.6,0
11,7.36711,48.1,0.679,6.193,78.1,2.12,1.86,1.99,1.78,1
9.5,9.33889,48.1,0.679,6.38,95.6,1.98,1.69,2.13,2.07,1
14.5,8.49213,48.1,0.584,6.348,86.1,2.28,1.79,2.16,1.99,0
14.1,10.0623,48.1,0.584,6.833,94.3,2.1,1.89,2.27,2.09,1
16.1,6.44405,48.1,0.584,6.425,74.8,2.4,1.92,2.34,2.14,1
14.3,5.58107,48.1,0.713,6.436,87.9,2.34,2.23,2.4,2.3,0
11.7,13.9134,48.1,0.713,6.208,95,2.44,2.09,2.31,2.05,0
13.4,11.1604,48.1,0.74,6.629,94.6,2.15,1.97,2.14,2.24,0
9.6,14.4208,48.1,0.74,6.461,93.3,2.32,1.82,2.11,1.75,1
8.2,15.1772,48.1,0.74,6.152,100,2.01,1.86,1.97,1.81,0
8.4,13.6781,48.1,0.74,5.935,87.9,1.85,1.61,1.87,1.95,1
12.8,9.39063,48.1,0.74,5.627,93.9,1.87,1.72,2.01,1.67,1
10.5,22.0511,48.1,0.74,5.818,92.4,2.03,1.66,1.96,1.81,0
17.1,9.72418,48.1,0.74,6.406,97.2,2.33,1.97,2.16,1.81,1
14.8,5.66637,48.1,0.74,6.219,100,2.08,1.97,2.03,1.94,0
15.4,9.96654,48.1,0.74,6.485,100,2.29,1.8,2.2,1.62,0
10.8,12.8023,48.1,0.74,5.854,96.6,1.93,1.79,2.07,1.8,0
11.8,10.6718,48.1,0.74,6.459,94.8,2.2,1.7,2.01,2.04,1
14.9,6.28807,48.1,0.74,6.341,96.4,2.23,2.04,2.22,1.79,0
12.6,9.92485,48.1,0.74,6.251,96.6,2.51,2.01,2.23,2.04,1
14.1,9.32909,48.1,0.713,6.185,98.7,2.43,2.2,2.37,2.04,1
13,7.52601,48.1,0.713,6.417,98.3,2.5,2.11,2.19,1.94,1
13.4,6.71772,48.1,0.713,6.749,92.6,2.4,2.11,2.37,2.4,1
15.2,5.44114,48.1,0.713,6.655,98.2,2.51,2.23,2.65,2.03,1
16.1,5.09017,48.1,0.713,6.297,91.8,2.48,2.26,2.37,2.36,0
17.8,8.24809,48.1,0.713,7.393,99.3,2.77,2.31,2.64,2.09,1
14.4,9.51363,48.1,0.713,6.728,94.1,2.5,2.2,2.75,2.54,0
14.1,4.75237,48.1,0.713,6.525,86.5,2.61,2.42,2.74,1.97,0
12.7,4.66883,48.1,0.713,5.976,87.9,2.65,2.3,2.78,2.59,0
13.5,8.20058,48.1,0.713,5.936,80.3,2.86,2.49,2.81,2.96,0
14.9,7.75223,48.1,0.713,6.301,83.7,3.1,2.57,2.82,2.65,0
20,6.80117,48.1,0.713,6.081,84.4,2.74,2.48,2.8,2.85,1
16.4,4.81213,48.1,0.713,6.701,90,2.9,2.38,2.63,2.48,1
17.7,3.69311,48.1,0.713,6.376,88.4,2.82,2.23,2.59,2.62,1
19.5,6.65492,48.1,0.713,6.317,83,3.04,2.43,2.8,2.67,0
20.2,5.82115,48.1,0.713,6.513,89.9,3.06,2.61,2.84,2.7,1
21.4,7.83932,48.1,0.655,6.209,65.4,3.16,2.88,3.1,2.72,0
19.9,3.1636,48.1,0.655,5.759,48.2,3.26,2.81,3.27,2.92,0
19,3.77498,48.1,0.655,5.952,84.7,3.13,2.54,3.08,2.74,1
19.1,4.42228,48.1,0.584,6.003,94.5,2.64,2.21,2.85,2.46,0
19.1,15.5757,48.1,0.58,5.926,71,2.96,2.9,3.12,2.66,0
20.1,13.0751,48.1,0.58,5.713,56.7,3.02,2.59,3.12,2.57,0
19.9,4.34879,48.1,0.58,6.167,84,3.22,2.97,3.06,2.89,0
19.6,4.03841,48.1,0.532,6.229,90.7,3.28,2.79,3.17,3.15,1
23.2,3.56868,48.1,0.58,6.437,75,3.04,2.63,3.01,2.9,1
29.8,4.64689,48.1,0.614,6.98,67.6,2.77,2.35,2.54,2.47,1
13.8,8.05579,48.1,0.584,5.427,95.4,2.61,2.33,2.56,2.21,0
13.3,6.39312,48.1,0.584,6.162,97.4,2.5,2.17,2.5,1.65,1
16.7,4.87141,48.1,0.614,6.484,93.6,2.58,2.3,2.48,1.85,1
12,15.0234,48.1,0.614,5.304,97.3,2.28,1.99,2.41,1.73,0
14.6,10.233,48.1,0.614,6.185,96.7,2.29,1.98,2.36,2.05,1
21.4,14.3337,48.1,0.614,6.229,88,2.27,1.82,2.08,1.63,0
23,5.82401,48.1,0.532,6.242,64.7,3.48,3.38,3.72,3.11,0
23.7,5.70818,48.1,0.532,6.75,74.9,3.44,3.26,3.38,3.24,0
25,5.73116,48.1,0.532,7.061,77,3.67,3.33,3.46,3.18,0
21.8,2.81838,48.1,0.532,5.762,40.3,4.41,3.89,4.25,3.85,0
20.6,2.37857,48.1,0.583,5.871,41.9,3.93,3.56,3.77,3.63,1
21.2,3.67367,48.1,0.583,6.312,51.9,4.03,3.85,4.07,4.01,0
19.1,5.69175,48.1,0.583,6.114,79.8,3.55,3.34,3.76,3.53,1
20.6,4.83567,48.1,0.583,5.905,53.2,3.36,2.85,3.16,3.23,0
15.2,0.15086,57.74,0.609,5.454,92.7,2.1,1.57,1.96,1.65,0
7,0.18337,57.74,0.609,5.414,98.3,2.08,1.53,1.94,1.48,0
8.1,0.20746,57.74,0.609,5.093,98,1.97,1.6,1.95,1.77,1
13.6,0.10574,57.74,0.609,5.983,98.8,1.96,1.69,2.06,1.76,0
20.1,0.11132,57.74,0.609,5.983,83.5,2.25,1.82,2.12,2.24,1
21.8,0.17331,39.69,0.585,5.707,54,2.7,2.27,2.42,2.14,1
24.5,0.27957,39.69,0.585,5.926,42.6,2.55,2.14,2.39,2.44,1
23.1,0.17899,39.69,0.585,5.67,28.8,3.08,2.49,3.07,2.56,0
19.7,0.2896,39.69,0.585,5.39,72.9,2.86,2.61,2.98,2.74,0
18.3,0.26838,39.69,0.585,5.794,70.6,3.04,2.59,3.06,2.88,1
21.2,0.23912,39.69,0.585,6.019,65.3,2.68,2.25,2.58,2.12,1
17.5,0.17783,39.69,0.585,5.569,73.5,2.46,2.39,2.49,2.26,0
16.8,0.22438,39.69,0.585,6.027,79.7,2.64,2.47,2.82,2.06,0
22.4,0.06263,41.93,0.573,6.593,69.1,2.64,2.45,2.76,2.06,0
20.6,0.04527,41.93,0.573,6.12,76.7,2.44,2.11,2.46,2.14,1
23.9,0.06076,41.93,0.573,6.976,91,2.34,2.06,2.29,1.98,0
22,0.10959,41.93,0.573,6.794,89.3,2.54,2.31,2.4,2.31,1
19,0.04741,41.93,0.573,6.03,80.8,2.72,2.24,2.64,2.42,1
